track_id,track_name,duration_minutes,popularity,explicit,primary_artist,all_artists,artist_count,artist_popularity,artist_followers,primary_genres,all_genres,genre_count,album_name,album_type,release_date,market,source_id,content_source,is_collaboration,is_recent,popularity_tier,duration_category
6rX9FiBfIDa7DXoPIXvh2D,Party Girls (feat. Rashel),3.86,13,false,Tiji Jojo,Tiji Jojo | Rashel,2,57,49840,j-rap,hip hop | j-r&b | j-rap,3,FNF,album,2025-03-07T00:00:00.000+07:00,CL,65zERkLZ5jhy7Emo8oEMWz,new_releases,true,true,Underground,Long
5AsZiMkbxLlR68WM3HHKWZ,29,2.64,46,true,Wxrdie,Wxrdie | Mason Nguyen,2,60,687456,vietnamese hip hop,v-pop | vietnamese hip hop,2,THE WXRDIES,album,2024-11-12T00:00:00.000+07:00,CL,1wmnEWgcDdCcOujQpLwYxc,new_releases,true,true,Moderate,Standard
6tmP2DtGTamdlOK7t5rjNB,HELLO (from The Tiger's Apprentice),2.55,32,false,ATARASHII GAKKO!,ATARASHII GAKKO!,1,52,936957,j-pop,j-pop | j-rock,2,HELLO (from The Tiger's Apprentice),single,2024-02-09T00:00:00.000+07:00,CL,4eCOedqcXqpKnu3wsRRVdf,new_releases,false,true,Niche,Standard
4iW5OTwRAYZOQO0YjErC77,problems,2.1,16,false,Reikko,Reikko,1,30,6579,indonesian r&b,hyperpop | indonesian r&b,2,problems,single,2024-01-26T00:00:00.000+07:00,CM,2clG6lWFZZFyIl3prBhXEV,new_releases,false,true,Underground,Standard
59LeatGytui1mQleoiEnWM,Việt Kiều,2.85,36,false,Wren Evans,Wren Evans | itsnk,2,50,635176,v-pop,v-pop | vietnam indie | vietnamese hip hop | vinahouse,4,LOI CHOI: The Neo Pop Punk,album,2023-12-17T00:00:00.000+07:00,CM,1c4nTHI2hreFeF5P37wf4f,new_releases,true,true,Niche,Standard
4IeR2L8JWZXTYMglwfBVc8,Free And Dumb,3.51,41,false,Lil Wuyn,Lil Wuyn | VSOUL,2,46,172612,vietnamese hip hop,v-pop | vietnam indie | vietnamese hip hop,3,An,album,2024-06-12T00:00:00.000+07:00,CO,0J9ZJ2vnTHm4NpzKVE779w,new_releases,true,true,Moderate,Long
7fCeYpR02Q8JVuD88hJZVT,Bầu Trời Mới,4.37,61,false,Da LAB,Da LAB | Minh Tốc & Lam,2,59,1208551,v-pop,v-pop | vietnam indie | vietnamese hip hop | vietnamese lo-fi | vinahouse,5,M∞N,album,2024-10-05T00:00:00.000+07:00,CV,1miKX6uKi8aY4YSOKkrOHr,new_releases,true,true,Popular,Long
5fTf6UUW8Hc2OlXMbS677Q,One Bad Day,3.9,46,false,Pamungkas,Pamungkas,1,71,6820870,indonesian indie,indonesian indie | indonesian pop,2,Hardcore Romance,album,2024-08-21T00:00:00.000+07:00,CW,4LvgUXgET9nwyO1wpRpR0Y,new_releases,false,true,Moderate,Long
7yfcQynap4xcNqnydaFw83,Ai Mà Biết Được (feat. tlinh),4.0,51,false,SOOBIN,SOOBIN | tlinh,2,62,1227574,v-pop,v-pop | vietnam indie | vietnamese hip hop | vinahouse,4,BẬT NÓ LÊN,album,2024-06-25T00:00:00.000+07:00,CW,5tlCVkYaDAmAtJ5YxejpWi,new_releases,true,true,Moderate,Long
4Nx5rlcICHUMKXnKKmbpbq,LAST PERFORMANCE,3.57,29,true,Coldzy,Coldzy,1,44,58245,vietnamese hip hop,v-pop | vietnam indie | vietnamese hip hop,3,MEDICINE,album,2024-06-03T00:00:00.000+07:00,CY,6QOYGkZuyXSpEZubRkR0oI,new_releases,false,true,Niche,Long
6VMSsdbN7bx3Mm5guohGxv,Đừng kết thúc hôm nay,3.54,47,false,Orange,Orange,1,58,697978,v-pop,v-pop | vietnam indie | vietnamese hip hop | vinahouse,4,Đừng kết thúc hôm nay,single,2023-12-07T00:00:00.000+07:00,CZ,4h0hGD95lTVKwSjNZAvfp3,new_releases,false,true,Moderate,Long
5Uoe2op9gLbwwKMtyjux5t,Never Satisfied,3.85,46,false,Leon Bridges,Leon Bridges,1,72,1921994,retro soul,retro soul,1,Leon,album,2024-10-04T00:00:00.000+07:00,DE,6mHNMtHrXIdUWWuZD9njsG,new_releases,false,true,Moderate,Long
1Gqm6KaobG2A1mFVjGnJsS,Ca Khúc Cuối,3.09,47,true,Wxrdie,Wxrdie,1,60,687456,vietnamese hip hop,v-pop | vietnamese hip hop,2,THE WXRDIES,album,2024-11-12T00:00:00.000+07:00,DJ,1wmnEWgcDdCcOujQpLwYxc,new_releases,false,true,Moderate,Standard
7vvncPk5gOte6izMrw4NaG,Chấp Niệm,4.9,22,false,Nguyên Hà,Nguyên Hà,1,41,217009,v-pop,v-pop | vietnam indie,2,Như Lần Đầu,single,2023-12-03T00:00:00.000+07:00,DJ,1PjzuwUsejGUFGMIlMIYoC,new_releases,false,true,Niche,Long
6rX9FiBfIDa7DXoPIXvh2D,Party Girls (feat. Rashel),3.86,13,false,Tiji Jojo,Tiji Jojo | Rashel,2,57,49840,j-rap,hip hop | j-r&b | j-rap,3,FNF,album,2025-03-07T00:00:00.000+07:00,DK,65zERkLZ5jhy7Emo8oEMWz,new_releases,true,true,Underground,Long
6dkq0GutcQqm5wol3KYnhV,Nhân Trần,3.34,27,false,BigDaddy,BigDaddy | Emily,2,53,353200,v-pop,v-pop | vietnam indie | vietnamese hip hop | vinahouse,4,NHÂN TRẦN,album,2024-11-13T00:00:00.000+07:00,DK,2GBGr5d7QmSFkETVAsgWvx,new_releases,true,true,Niche,Standard
1cuTl5iuuc1OIv1pNSDnOy,Tonight,2.91,43,false,PinkPantheress,PinkPantheress,1,77,4730146,bedroom pop,bedroom pop,1,Stateside,single,2025-04-25T00:00:00.000+07:00,DM,5YDrgVxfvOkmp1OYjXB29z,new_releases,false,true,Moderate,Standard
2kKIqB9PBn3aLkprms6oWM,Nobody,4.73,26,false,Ardhito Pramono,Ardhito Pramono,1,55,1155080,indonesian jazz,indonesian indie | indonesian jazz,2,Roadtrip,album,2024-05-17T00:00:00.000+07:00,DM,6udjCLHRuFO5Yjxy2pBlky,new_releases,false,true,Niche,Long
5wH506yZUyWjhXGuE29OFZ,Anh mời mẹ nghỉ hiu,3.04,18,false,Phuc Du,Phuc Du | CM1X,2,50,121834,vietnamese hip hop,v-pop | vietnam indie | vietnamese hip hop | vinahouse,4,Để cho anh cưa,single,2024-03-06T00:00:00.000+07:00,DM,0woJbWw5KwUZXG3p6ZKM85,new_releases,true,true,Underground,Standard
3TGbqZGhmtJzO1XUsHl6PH,Slower - Reprise,1.47,2,false,Khắc Hưng,Khắc Hưng,1,37,4866,v-pop,v-pop | vietnam indie | vietnamese hip hop | vinahouse,4,Người Lạ Trong Mơ,album,2023-11-30T00:00:00.000+07:00,DM,5cLgaOUQ6oEz465yk5w1gN,new_releases,false,true,Underground,Short
50FZC0TxQwpitGlQIufSfQ,Alive,2.81,35,true,Travis,Travis,1,58,1148669,britpop,britpop,1,L.A. Times,album,2024-07-12T00:00:00.000+07:00,DO,7wYyR1xrLO0uWxBlanysNT,new_releases,false,true,Niche,Standard
2kKIqB9PBn3aLkprms6oWM,Nobody,4.73,26,false,Ardhito Pramono,Ardhito Pramono,1,55,1155080,indonesian jazz,indonesian indie | indonesian jazz,2,Roadtrip,album,2024-05-17T00:00:00.000+07:00,DO,6udjCLHRuFO5Yjxy2pBlky,new_releases,false,true,Niche,Long
53mYgUy7YGoCcwHlflLcr9,Outro,1.6,13,false,BigDaddy,BigDaddy,1,53,353200,v-pop,v-pop | vietnam indie | vietnamese hip hop | vinahouse,4,NHÂN TRẦN,album,2024-11-13T00:00:00.000+07:00,DZ,2GBGr5d7QmSFkETVAsgWvx,new_releases,false,true,Underground,Short
4M8vXfKZyPmVUdFJslJQU2,Heyyy,3.29,33,false,SOOBIN,SOOBIN,1,62,1227574,v-pop,v-pop | vietnam indie | vietnamese hip hop | vinahouse,4,Heyyy,single,2023-12-07T00:00:00.000+07:00,DZ,0XqRGTTHzsFhcVCMLhlVEo,new_releases,false,true,Niche,Standard
4r60zT41Jd98ABcEBRDxUI,Những Cơn Mưa Dài Cuối Đông,3.91,28,false,BigDaddy,BigDaddy | Hồng Nhung,2,53,353200,v-pop,v-pop | vietnam indie | vietnamese bolero | vietnamese hip hop | vinahouse,5,NHÂN TRẦN,album,2024-11-13T00:00:00.000+07:00,EC,2GBGr5d7QmSFkETVAsgWvx,new_releases,true,true,Niche,Long
07ae5qhfeZfhm5OXdocmfM,HẾT HƠI,3.09,23,false,Coldzy,Coldzy,1,44,58245,vietnamese hip hop,v-pop | vietnam indie | vietnamese hip hop,3,MEDICINE,album,2024-06-03T00:00:00.000+07:00,EC,6QOYGkZuyXSpEZubRkR0oI,new_releases,false,true,Niche,Standard
68fwIBvZG3Q6kUB8XUiGS9,Love Song For Chesney,3.66,30,false,Ardhito Pramono,Ardhito Pramono,1,55,1155080,indonesian jazz,indonesian indie | indonesian jazz,2,Roadtrip,album,2024-05-17T00:00:00.000+07:00,EC,6udjCLHRuFO5Yjxy2pBlky,new_releases,false,true,Niche,Long
0OnjHhnWXyVc3ExmEk2VLL,Please,3.94,12,false,NYK,NYK,1,32,15390,chinese r&b,chinese hip hop | chinese r&b,2,Please,single,2024-01-26T00:00:00.000+07:00,EE,4LQysmF0IAoFTPSscF0TIH,new_releases,false,true,Underground,Long
1dYnsPnOyKlNWRMUYRXosc,Tổng Kết,3.2,40,true,Wxrdie,Wxrdie | Lil Wuyn,2,60,687456,vietnamese hip hop,v-pop | vietnam indie | vietnamese hip hop,3,THE WXRDIES,album,2024-11-12T00:00:00.000+07:00,EG,1wmnEWgcDdCcOujQpLwYxc,new_releases,true,true,Moderate,Standard
0l7pTIk20PHJZxNYgQcON1,How Could You Still Love Me,4.41,14,false,Oslo Ibrahim,Oslo Ibrahim,1,31,30184,indonesian indie,indonesian indie | indonesian r&b,2,How Could You Still Love Me,single,2024-07-12T00:00:00.000+07:00,EG,4nTE31Iy6lAONpS9kT6v33,new_releases,false,true,Underground,Long
7IrBKNBMGIDv8od1EEaQPk,WTF R U!?,2.55,30,true,Don Diablo,Don Diablo | Lucky Luke,2,64,1843842,future house,edm | future house | slap house,3,WTF R U!?,single,2024-01-26T00:00:00.000+07:00,ES,1qNBQh6STwsh2iP8bFecSg,new_releases,true,true,Niche,Standard
7K3Lvpoj0UwCUo0qeuJmmI,Dancing In September,4.18,46,false,Ardhito Pramono,Ardhito Pramono,1,55,1155080,indonesian jazz,indonesian indie | indonesian jazz,2,Roadtrip,album,2024-05-17T00:00:00.000+07:00,ET,6udjCLHRuFO5Yjxy2pBlky,new_releases,false,true,Moderate,Long
68fwIBvZG3Q6kUB8XUiGS9,Love Song For Chesney,3.66,30,false,Ardhito Pramono,Ardhito Pramono,1,55,1155080,indonesian jazz,indonesian indie | indonesian jazz,2,Roadtrip,album,2024-05-17T00:00:00.000+07:00,FI,6udjCLHRuFO5Yjxy2pBlky,new_releases,false,true,Niche,Long
4oi4g4FNGJ7xLLtTfuaS8y,Anh Đang Về,3.66,15,false,Khắc Hưng,Khắc Hưng,1,37,4866,v-pop,v-pop | vietnam indie | vietnamese hip hop | vinahouse,4,Người Lạ Trong Mơ,album,2023-11-30T00:00:00.000+07:00,BZ,5cLgaOUQ6oEz465yk5w1gN,new_releases,false,true,Underground,Long
4Cz8SUgqPIH2qIpcJYBYnG,WASTED,3.15,31,false,Coldzy,Coldzy,1,44,58245,vietnamese hip hop,v-pop | vietnam indie | vietnamese hip hop,3,MEDICINE,album,2024-06-03T00:00:00.000+07:00,CA,6QOYGkZuyXSpEZubRkR0oI,new_releases,false,true,Niche,Standard
7zWLIo3op1LGVpu6z8N37K,Để cho anh cưa,2.89,26,false,Phuc Du,Phuc Du,1,50,121834,vietnamese hip hop,v-pop | vietnam indie | vietnamese hip hop | vinahouse,4,Để cho anh cưa,single,2024-03-06T00:00:00.000+07:00,CA,0woJbWw5KwUZXG3p6ZKM85,new_releases,false,true,Niche,Standard
4hdzdmi7MZpaWSY92JdeAJ,Rơi Khỏi Quỹ Đạo,3.69,29,false,Da LAB,Da LAB | Miu Lê,2,59,1208551,v-pop,v-pop | vietnam indie | vietnamese hip hop | vietnamese lo-fi | vinahouse,5,M∞N,album,2024-10-05T00:00:00.000+07:00,CD,1miKX6uKi8aY4YSOKkrOHr,new_releases,true,true,Niche,Long
0FxhxzAZGcUc9YTAdlaTQo,Hideaway,4.61,64,false,Cigarettes After Sex,Cigarettes After Sex,1,83,17261912,dream pop,dream pop,1,X's,album,2024-07-12T00:00:00.000+07:00,CH,10i6evsxSFs2fuPQRWvI6I,new_releases,false,true,Popular,Long
6JDxeQzGHtoHcyhw26jtuD,INFP,2.94,26,false,Shi Shi,Shi Shi,1,47,203881,chinese r&b,c-pop | chinese indie | chinese r&b | mandopop | taiwanese indie | taiwanese pop,6,Boomerang,album,2023-12-01T00:00:00.000+07:00,CH,2V2VAi4Rb2aDUWBtSvICMR,new_releases,false,true,Niche,Standard
253juHdFLUAYWibzhjic9l,Precious,3.1,12,false,Tiji Jojo,Tiji Jojo,1,57,49840,j-rap,hip hop | j-rap,2,FNF,album,2025-03-07T00:00:00.000+07:00,CI,65zERkLZ5jhy7Emo8oEMWz,new_releases,false,true,Underground,Standard
7yfcQynap4xcNqnydaFw83,Ai Mà Biết Được (feat. tlinh),4.0,51,false,SOOBIN,SOOBIN | tlinh,2,62,1227574,v-pop,v-pop | vietnam indie | vietnamese hip hop | vinahouse,4,BẬT NÓ LÊN,album,2024-06-25T00:00:00.000+07:00,CI,5tlCVkYaDAmAtJ5YxejpWi,new_releases,true,true,Moderate,Long
7AhFPaOvbWnQp3SSVAVCJ1,Home,3.09,25,false,Travis,Travis,1,58,1148669,britpop,britpop,1,L.A. Times,album,2024-07-12T00:00:00.000+07:00,CL,7wYyR1xrLO0uWxBlanysNT,new_releases,false,true,Niche,Standard
2Q5MQ4KdfN15j1b2yGlh8N,Day 0 (feat. Dame D.O.L.L.A.),2.98,30,false,MIRROR,MIRROR | Dame D.O.L.L.A,2,35,121251,cantopop,c-pop | cantopop,2,Day 0 (feat. Dame D.O.L.L.A.),single,2024-04-05T00:00:00.000+07:00,CL,7mUp7FJyc0IS2eqfhsYvVz,new_releases,true,true,Niche,Standard
0gkFdnSGtFuIsMUFkIH9db,Gaslight,3.39,34,false,Travis,Travis,1,58,1148669,britpop,britpop,1,L.A. Times,album,2024-07-12T00:00:00.000+07:00,CM,7wYyR1xrLO0uWxBlanysNT,new_releases,false,true,Niche,Standard
4i56o0UdtZoiElrAA5a9Vi,sao phải yêu? (Intro),1.26,10,false,T.R.I,T.R.I,1,52,271264,v-pop,v-pop | vietnam indie | vietnamese hip hop | vietnamese lo-fi,4,bíc iu,album,2023-11-28T00:00:00.000+07:00,CO,40enaPIYSa75HfEDU06Dqh,new_releases,false,true,Underground,Short
2olkQiOBNai6jtxU03w47a,I Believe,2.72,26,false,Bassjackers,Bassjackers | WUKONG | D Jayne,3,57,780381,big room,big room | edm | melodic bass | vinahouse,4,I Believe,single,2024-05-17T00:00:00.000+07:00,CR,1AWqGYJ1b3KAYwpck8C3Wm,new_releases,true,true,Niche,Standard
3Bk1N3yo7UEiayrbdg35wK,Racing Horse,4.04,2,false,Kimmese,Kimmese | Pain A.K.A Dai Ca P,2,38,31687,vietnamese hip hop,v-pop | vietnam indie | vietnamese hip hop,3,FTOK,single,2023-12-06T00:00:00.000+07:00,CR,0SPyp6rOaeAbWQQAHJPMTU,new_releases,true,true,Underground,Long
3rHRwx3G8o6VAfaFAliw5d,Ain't Got Nothing On You,3.45,61,false,Leon Bridges,Leon Bridges,1,72,1921994,retro soul,retro soul,1,Leon,album,2024-10-04T00:00:00.000+07:00,CV,6mHNMtHrXIdUWWuZD9njsG,new_releases,false,true,Popular,Standard
1g0C3XVAWkcQTR0BtFx0wa,Antenna,3.42,41,false,HYUKOH,HYUKOH | 落日飛車 Sunset Rollercoaster,2,51,731949,k-rock,bedroom pop | chinese indie | k-ballad | k-rock | taiwanese indie,5,AAA,album,2024-07-10T00:00:00.000+07:00,CV,1tEu6qNPURb0YfjaRDK23w,new_releases,true,true,Moderate,Standard
269dhoLUrjVl8bSXyhdH6r,Devotion,2.57,32,false,KSHMR,KSHMR | 22Bullets,2,60,1778534,big room,big room | edm | electronica | slap house,4,Devotion,single,2024-04-05T00:00:00.000+07:00,CV,19JTuhercisDkcrejs4eFu,new_releases,true,true,Niche,Standard
0BIZA1d7W73fmhlktTDTvl,Down To Earth (Prologue),2.39,5,false,Khắc Hưng,Khắc Hưng,1,37,4866,v-pop,v-pop | vietnam indie | vietnamese hip hop | vinahouse,4,Người Lạ Trong Mơ,album,2023-11-30T00:00:00.000+07:00,CV,5cLgaOUQ6oEz465yk5w1gN,new_releases,false,true,Underground,Standard
3FWMV8E8bugipOWGaehWW6,Simplify,3.87,40,false,Leon Bridges,Leon Bridges,1,72,1921994,retro soul,retro soul,1,Leon,album,2024-10-04T00:00:00.000+07:00,CY,6mHNMtHrXIdUWWuZD9njsG,new_releases,false,true,Moderate,Long
50ZFUV5GECwiWno4zRPOWk,bướngg,2.77,10,false,T.R.I,T.R.I | Minh Triều,2,52,271264,v-pop,v-pop | vietnam indie | vietnamese hip hop | vietnamese lo-fi,4,bíc iu,album,2023-11-28T00:00:00.000+07:00,CY,40enaPIYSa75HfEDU06Dqh,new_releases,true,true,Underground,Standard
24NFRGYbm1MUUPDScdJ7SR,清醒夢,4.45,22,false,Shi Shi,Shi Shi,1,47,203881,chinese r&b,c-pop | chinese indie | chinese r&b | mandopop | taiwanese indie | taiwanese pop,6,Boomerang,album,2023-12-01T00:00:00.000+07:00,CZ,2V2VAi4Rb2aDUWBtSvICMR,new_releases,false,true,Niche,Long
7FX4Ae2nf5U6Y42AEMR9lc,Lối Chơi (Interlude),2.38,38,false,Wren Evans,Wren Evans | itsnk,2,50,635176,v-pop,v-pop | vietnam indie | vietnamese hip hop | vinahouse,4,LOI CHOI: The Neo Pop Punk,album,2023-12-17T00:00:00.000+07:00,DE,1c4nTHI2hreFeF5P37wf4f,new_releases,true,true,Niche,Standard
6VMSsdbN7bx3Mm5guohGxv,Đừng kết thúc hôm nay,3.54,47,false,Orange,Orange,1,58,697978,v-pop,v-pop | vietnam indie | vietnamese hip hop | vinahouse,4,Đừng kết thúc hôm nay,single,2023-12-07T00:00:00.000+07:00,DK,4h0hGD95lTVKwSjNZAvfp3,new_releases,false,true,Moderate,Long
7w08Nmx3HNHYH48Je7VIIC,Crazy Life,3.02,25,false,Tiji Jojo,Tiji Jojo,1,57,49840,j-rap,hip hop | j-rap,2,FNF,album,2025-03-07T00:00:00.000+07:00,DM,65zERkLZ5jhy7Emo8oEMWz,new_releases,false,true,Niche,Standard
3x7b6Uah1ha4uhSM0viUmn,Raze the Bar - Stripped,3.1,14,false,Travis,Travis,1,58,1148669,britpop,britpop,1,L.A. Times,album,2024-07-12T00:00:00.000+07:00,DM,7wYyR1xrLO0uWxBlanysNT,new_releases,false,true,Underground,Standard
3vsmNXDJsCUt2ESWPwFaAv,ĐĐĐ,3.62,38,false,Wren Evans,Wren Evans | itsnk,2,50,635176,v-pop,v-pop | vietnam indie | vietnamese hip hop | vinahouse,4,LOI CHOI: The Neo Pop Punk,album,2023-12-17T00:00:00.000+07:00,DZ,1c4nTHI2hreFeF5P37wf4f,new_releases,true,true,Niche,Long
6EL7ZXdr0EaLRhVvV1xMXD,Fermeture,1.07,13,false,Dreane,Dreane,1,31,10608,indonesian indie,indonesian indie | indonesian r&b,2,Take Me,single,2024-01-26T00:00:00.000+07:00,EC,31yx6tPI7RvMRN0yvDqf4r,new_releases,false,true,Underground,Short
3WOyB4VLg0IHcKa9dVqhnW,Desire,2.66,15,false,Joel Corry,Joel Corry | Icona Pop | Rain Radio,3,66,469393,dance pop,dance pop,1,Club Romantech (Deluxe),album,2023-12-01T00:00:00.000+07:00,EC,0xmI8Oy49CerKEajekFH4I,new_releases,true,true,Underground,Standard
0gTYGGMUm3dx6BGnGE2sEq,Why Do You Like Me,3.38,13,true,Tiji Jojo,Tiji Jojo,1,57,49840,j-rap,hip hop | j-rap,2,FNF,album,2025-03-07T00:00:00.000+07:00,EE,65zERkLZ5jhy7Emo8oEMWz,new_releases,false,true,Underground,Standard
5Uoe2op9gLbwwKMtyjux5t,Never Satisfied,3.85,46,false,Leon Bridges,Leon Bridges,1,72,1921994,retro soul,retro soul,1,Leon,album,2024-10-04T00:00:00.000+07:00,EE,6mHNMtHrXIdUWWuZD9njsG,new_releases,false,true,Moderate,Long
4Cz8SUgqPIH2qIpcJYBYnG,WASTED,3.15,31,false,Coldzy,Coldzy,1,44,58245,vietnamese hip hop,v-pop | vietnam indie | vietnamese hip hop,3,MEDICINE,album,2024-06-03T00:00:00.000+07:00,EE,6QOYGkZuyXSpEZubRkR0oI,new_releases,false,true,Niche,Standard
7lzSiLtouW4LlzT1RCT0MU,Malibu Dream,2.52,18,true,Tiji Jojo,Tiji Jojo,1,57,49840,j-rap,hip hop | j-rap,2,FNF,album,2025-03-07T00:00:00.000+07:00,EG,65zERkLZ5jhy7Emo8oEMWz,new_releases,false,true,Underground,Standard
37V2WeqMC54TPFa7d9PsfM,Best Lesson,4.43,35,false,Aziz Hedra,Aziz Hedra,1,60,927021,indonesian pop,indonesian pop,1,Lesson Learned,album,2024-08-09T00:00:00.000+07:00,ES,1ShrAiTDbq2soLmIpmIvd8,new_releases,false,true,Niche,Long
4Jo18lkHy6gtnzeZnfka3v,Sky-Dweller,3.49,10,false,Tiji Jojo,Tiji Jojo,1,57,49840,j-rap,hip hop | j-rap,2,FNF,album,2025-03-07T00:00:00.000+07:00,FI,65zERkLZ5jhy7Emo8oEMWz,new_releases,false,true,Underground,Standard
3e9z7v3fc6KBXACJwj0St1,Y,5.71,42,false,HYUKOH,HYUKOH | 落日飛車 Sunset Rollercoaster,2,51,731949,k-rock,bedroom pop | chinese indie | k-ballad | k-rock | taiwanese indie,5,AAA,album,2024-07-10T00:00:00.000+07:00,FI,1tEu6qNPURb0YfjaRDK23w,new_releases,true,true,Moderate,Extended
4hdzdmi7MZpaWSY92JdeAJ,Rơi Khỏi Quỹ Đạo,3.69,29,false,Da LAB,Da LAB | Miu Lê,2,59,1208551,v-pop,v-pop | vietnam indie | vietnamese hip hop | vietnamese lo-fi | vinahouse,5,M∞N,album,2024-10-05T00:00:00.000+07:00,FJ,1miKX6uKi8aY4YSOKkrOHr,new_releases,true,true,Niche,Long
7nHXJNSBnkHFjddclFrXiI,X's,3.06,64,true,Cigarettes After Sex,Cigarettes After Sex,1,83,17261912,dream pop,dream pop,1,X's,album,2024-07-12T00:00:00.000+07:00,FM,10i6evsxSFs2fuPQRWvI6I,new_releases,false,true,Popular,Standard
7lzSiLtouW4LlzT1RCT0MU,Malibu Dream,2.52,18,true,Tiji Jojo,Tiji Jojo,1,57,49840,j-rap,hip hop | j-rap,2,FNF,album,2025-03-07T00:00:00.000+07:00,FR,65zERkLZ5jhy7Emo8oEMWz,new_releases,false,true,Underground,Standard
3xQgvGwf3KnaYry1bPsQIb,Silver Sable,3.87,66,false,Cigarettes After Sex,Cigarettes After Sex,1,83,17261912,dream pop,dream pop,1,X's,album,2024-07-12T00:00:00.000+07:00,FR,10i6evsxSFs2fuPQRWvI6I,new_releases,false,true,Popular,Long
3CgvwWv8rOutLi6MXag80r,R U,3.56,30,false,Coldzy,Coldzy,1,44,58245,vietnamese hip hop,v-pop | vietnam indie | vietnamese hip hop,3,MEDICINE,album,2024-06-03T00:00:00.000+07:00,FR,6QOYGkZuyXSpEZubRkR0oI,new_releases,false,true,Niche,Long
2EPwdOEsJ7XaHz87t33YDA,Mở Mắt,4.34,44,false,Lil Wuyn,Lil Wuyn | Đen,2,46,172612,vietnamese hip hop,v-pop | vietnam indie | vietnamese hip hop | vietnamese lo-fi,4,An,album,2024-06-12T00:00:00.000+07:00,GA,0J9ZJ2vnTHm4NpzKVE779w,new_releases,true,true,Moderate,Long
7K3Lvpoj0UwCUo0qeuJmmI,Dancing In September,4.18,46,false,Ardhito Pramono,Ardhito Pramono,1,55,1155080,indonesian jazz,indonesian indie | indonesian jazz,2,Roadtrip,album,2024-05-17T00:00:00.000+07:00,GB,6udjCLHRuFO5Yjxy2pBlky,new_releases,false,true,Moderate,Long
4iW5OTwRAYZOQO0YjErC77,problems,2.1,16,false,Reikko,Reikko,1,30,6579,indonesian r&b,hyperpop | indonesian r&b,2,problems,single,2024-01-26T00:00:00.000+07:00,GB,2clG6lWFZZFyIl3prBhXEV,new_releases,false,true,Underground,Standard
1cuTl5iuuc1OIv1pNSDnOy,Tonight,2.91,43,false,PinkPantheress,PinkPantheress,1,77,4730146,bedroom pop,bedroom pop,1,Stateside,single,2025-04-25T00:00:00.000+07:00,GD,5YDrgVxfvOkmp1OYjXB29z,new_releases,false,true,Moderate,Standard
0e9juqExq1hltDfyewrAI5,Life Of A Hxstler,2.17,40,true,Wxrdie,Wxrdie,1,60,687456,vietnamese hip hop,v-pop | vietnamese hip hop,2,THE WXRDIES,album,2024-11-12T00:00:00.000+07:00,GD,1wmnEWgcDdCcOujQpLwYxc,new_releases,false,true,Moderate,Standard
4cL8A2FNfID5l2Kq5hLhXW,Love Distance,3.6,34,false,Ardhito Pramono,Ardhito Pramono | KYNYA,2,55,1155080,indonesian jazz,indonesian indie | indonesian jazz,2,Love Distance,single,2023-12-08T00:00:00.000+07:00,GD,253BrdvTfgPnAOVVOS2a3X,new_releases,true,true,Niche,Long
3Bk1N3yo7UEiayrbdg35wK,Racing Horse,4.04,2,false,Kimmese,Kimmese | Pain A.K.A Dai Ca P,2,38,31687,vietnamese hip hop,v-pop | vietnam indie | vietnamese hip hop,3,FTOK,single,2023-12-06T00:00:00.000+07:00,GE,0SPyp6rOaeAbWQQAHJPMTU,new_releases,true,true,Underground,Long
0OnjHhnWXyVc3ExmEk2VLL,Please,3.94,12,false,NYK,NYK,1,32,15390,chinese r&b,chinese hip hop | chinese r&b,2,Please,single,2024-01-26T00:00:00.000+07:00,GH,4LQysmF0IAoFTPSscF0TIH,new_releases,false,true,Underground,Long
76LJNZFUi9NOGkpZnIIRVX,Beautiful nightmare (interlude),0.86,34,false,AMEE,AMEE,1,56,1652522,v-pop,v-pop | vietnam indie | vietnamese hip hop,3,MỘNGMEE,single,2024-08-02T00:00:00.000+07:00,GM,2Wxld2nOotB59y33f2xrBU,new_releases,false,true,Niche,Short
0fxSVlXdxb5aCzbVyGvx0D,Drive ft. KIDDO,2.33,29,false,Steve Aoki,Steve Aoki | KIDDO,2,69,3788173,electro house,edm | electro house,2,Drive ft. KIDDO,single,2024-04-05T00:00:00.000+07:00,GQ,10qvBn2MB8C4qGdj2aSymU,new_releases,true,true,Niche,Standard
4t8klWlToxvwHeXXA8SYpY,Heyyy,3.29,41,false,SOOBIN,SOOBIN,1,62,1227574,v-pop,v-pop | vietnam indie | vietnamese hip hop | vinahouse,4,BẬT NÓ LÊN,album,2024-06-25T00:00:00.000+07:00,GR,5tlCVkYaDAmAtJ5YxejpWi,new_releases,false,true,Moderate,Standard
7K3Lvpoj0UwCUo0qeuJmmI,Dancing In September,4.18,46,false,Ardhito Pramono,Ardhito Pramono,1,55,1155080,indonesian jazz,indonesian indie | indonesian jazz,2,Roadtrip,album,2024-05-17T00:00:00.000+07:00,GR,6udjCLHRuFO5Yjxy2pBlky,new_releases,false,true,Moderate,Long
